fixed_acidity,volatile_acidity,citric_acid,residual_sugar,free_sulfur_dioxide,total_sulfur_dioxide,ph,class
11.0,0.26,0.68,2.55,10.0,25.0,3.18,1
8.1,0.66,0.7,2.2,25.0,129.0,3.08,1
11.5,0.315,0.54,2.1,5.0,15.0,2.98,1
10.0,0.29,0.4,2.9,10.0,26.0,3.48,1
10.3,0.5,0.42,2.0,21.0,51.0,3.16,1
8.8,0.46,0.45,2.6,7.0,18.0,3.32,1
11.4,0.36,0.69,2.1,6.0,21.0,3.17,1
8.7,0.82,0.02,1.2,36.0,48.0,3.2,1
13.0,0.32,0.65,2.6,15.0,47.0,3.05,1
9.6,0.54,0.42,2.4,25.0,52.0,3.2,1
12.5,0.37,0.55,2.6,25.0,68.0,3.15,1
9.9,0.35,0.55,2.1,5.0,14.0,3.26,1
10.5,0.28,0.51,1.7,10.0,24.0,3.2,1
9.6,0.68,0.24,2.2,5.0,28.0,3.14,1
9.3,0.27,0.41,2.0,6.0,16.0,3.28,1
10.4,0.24,0.49,1.8,6.0,20.0,3.18,1
9.6,0.68,0.24,2.2,5.0,28.0,3.14,1
9.4,0.685,0.11,2.7,6.0,31.0,3.19,1
10.6,0.28,0.39,15.5,6.0,23.0,3.12,1
9.4,0.3,0.56,2.8,6.0,17.0,3.15,1
10.6,0.36,0.59,2.2,6.0,18.0,3.04,1
10.6,0.36,0.6,2.2,7.0,18.0,3.04,1
10.6,0.44,0.68,4.1,6.0,24.0,3.06,1
10.2,0.67,0.39,1.9,6.0,17.0,3.17,1
10.2,0.67,0.39,1.9,6.0,17.0,3.17,1
10.2,0.645,0.36,1.8,5.0,14.0,3.17,1
11.6,0.32,0.55,2.8,35.0,67.0,3.32,1
9.3,0.39,0.4,2.6,10.0,26.0,3.34,1
9.3,0.775,0.27,2.8,24.0,56.0,3.31,1
9.2,0.41,0.5,2.5,12.0,25.0,3.34,1
8.9,0.4,0.51,2.6,13.0,27.0,3.32,1
8.7,0.69,0.31,3.0,23.0,81.0,3.48,1
6.5,0.39,0.23,8.3,28.0,91.0,3.44,1
10.7,0.35,0.53,2.6,5.0,16.0,3.15,1
7.8,0.52,0.25,1.9,14.0,38.0,3.43,1
7.2,0.34,0.32,2.5,43.0,113.0,3.32,1
10.7,0.35,0.53,2.6,5.0,16.0,3.15,1
8.7,0.69,0.31,3.0,23.0,81.0,3.48,1
7.8,0.52,0.25,1.9,14.0,38.0,3.43,1
10.4,0.44,0.73,6.55,38.0,76.0,3.17,1
10.4,0.44,0.73,6.55,38.0,76.0,3.17,1
10.5,0.26,0.47,1.9,6.0,24.0,3.18,1
10.5,0.24,0.42,1.8,6.0,22.0,3.21,1
10.2,0.49,0.63,2.9,10.0,26.0,3.16,1
10.4,0.24,0.46,1.8,6.0,21.0,3.25,1
11.2,0.67,0.55,2.3,6.0,13.0,3.17,1
10.0,0.59,0.31,2.2,26.0,62.0,3.18,1
13.3,0.29,0.75,2.8,23.0,43.0,3.04,1
12.4,0.42,0.49,4.6,19.0,43.0,3.02,1
10.0,0.59,0.31,2.2,26.0,62.0,3.18,1
10.7,0.4,0.48,2.1,15.0,49.0,3.03,1
10.5,0.51,0.64,2.4,6.0,15.0,3.09,1
10.5,0.51,0.64,2.4,6.0,15.0,3.09,1
8.5,0.655,0.49,6.1,34.0,151.0,3.31,1
12.5,0.6,0.49,4.3,5.0,14.0,3.25,1
10.4,0.61,0.49,2.1,5.0,16.0,3.16,1
10.9,0.21,0.49,2.8,11.0,32.0,3.22,1
7.3,0.365,0.49,2.5,39.0,106.0,3.36,1
9.8,0.25,0.49,2.7,15.0,33.0,3.42,1
7.6,0.41,0.49,2.0,16.0,43.0,3.48,1
8.2,0.39,0.49,2.3,47.0,133.0,3.38,1
9.3,0.4,0.49,2.5,38.0,142.0,3.22,1
9.2,0.43,0.49,2.4,23.0,116.0,3.23,1
10.4,0.64,0.24,2.8,29.0,53.0,3.24,1
7.3,0.365,0.49,2.5,39.0,106.0,3.36,1
7.0,0.38,0.49,2.5,33.0,85.0,3.39,1
8.2,0.42,0.49,2.6,32.0,55.0,3.34,1
9.9,0.63,0.24,2.4,6.0,33.0,3.09,1
9.1,0.22,0.24,2.1,1.0,28.0,3.41,1
11.9,0.38,0.49,2.7,12.0,42.0,3.16,1
11.9,0.38,0.49,2.7,12.0,42.0,3.16,1
10.3,0.27,0.24,2.1,15.0,33.0,3.22,1
10.0,0.48,0.24,2.7,13.0,32.0,3.28,1
9.1,0.22,0.24,2.1,1.0,28.0,3.41,1
9.9,0.63,0.24,2.4,6.0,33.0,3.09,1
8.1,0.825,0.24,2.1,5.0,13.0,3.37,1
12.9,0.35,0.49,5.8,5.0,35.0,3.2,1
11.2,0.5,0.74,5.15,5.0,17.0,3.22,1
9.2,0.59,0.24,3.3,20.0,47.0,3.26,1
9.5,0.46,0.49,6.3,5.0,17.0,3.21,1
9.3,0.715,0.24,2.1,5.0,20.0,3.12,1
11.2,0.66,0.24,2.5,16.0,53.0,3.06,1
14.3,0.31,0.74,1.8,6.0,15.0,2.86,1
9.1,0.47,0.49,2.6,38.0,106.0,3.08,1
7.5,0.55,0.24,2.0,10.0,28.0,3.45,1
10.6,0.31,0.49,2.5,6.0,21.0,3.26,1
12.4,0.35,0.49,2.6,27.0,69.0,3.12,1
9.0,0.53,0.49,1.9,6.0,25.0,3.27,1
6.8,0.51,0.01,2.1,9.0,25.0,3.33,1
9.4,0.43,0.24,2.8,14.0,45.0,3.19,1
9.5,0.46,0.24,2.7,14.0,44.0,3.12,1
5.0,1.04,0.24,1.6,32.0,96.0,3.74,1
15.5,0.645,0.49,4.2,10.0,23.0,2.92,1
15.5,0.645,0.49,4.2,10.0,23.0,2.92,1
10.9,0.53,0.49,4.6,10.0,17.0,3.07,1
15.6,0.645,0.49,4.2,10.0,23.0,2.92,1
10.9,0.53,0.49,4.6,10.0,17.0,3.07,1
13.0,0.47,0.49,4.3,6.0,47.0,3.3,1
12.7,0.6,0.49,2.8,5.0,19.0,3.14,1
9.0,0.44,0.49,2.4,26.0,121.0,3.23,1
9.0,0.54,0.49,2.9,41.0,110.0,3.08,1
7.6,0.29,0.49,2.7,25.0,60.0,3.31,1
13.0,0.47,0.49,4.3,6.0,47.0,3.3,1
12.7,0.6,0.49,2.8,5.0,19.0,3.14,1
8.7,0.7,0.24,2.5,5.0,15.0,3.32,1
8.7,0.7,0.24,2.5,5.0,15.0,3.32,1
9.8,0.5,0.49,2.6,5.0,20.0,3.31,1
6.2,0.36,0.24,2.2,19.0,42.0,3.57,1
11.5,0.35,0.49,3.3,10.0,37.0,3.32,1
6.2,0.36,0.24,2.2,19.0,42.0,3.57,1
10.2,0.24,0.49,2.4,10.0,28.0,3.14,1
10.5,0.59,0.49,2.1,14.0,47.0,3.3,1
10.6,0.34,0.49,3.2,20.0,78.0,3.19,1
12.3,0.27,0.49,3.1,28.0,46.0,3.2,1
9.9,0.5,0.24,2.3,6.0,14.0,3.34,1
8.8,0.44,0.49,2.8,18.0,111.0,3.3,1
8.8,0.47,0.49,2.9,17.0,110.0,3.29,1
10.6,0.31,0.49,2.2,18.0,40.0,3.14,1
12.3,0.5,0.49,2.2,5.0,14.0,3.19,1
12.3,0.5,0.49,2.2,5.0,14.0,3.19,1
11.7,0.49,0.49,2.2,5.0,15.0,3.19,1
12.0,0.28,0.49,1.9,10.0,21.0,2.98,1
11.8,0.33,0.49,3.4,54.0,80.0,3.3,1
7.6,0.51,0.24,2.4,8.0,38.0,3.47,1
11.1,0.31,0.49,2.7,16.0,47.0,3.12,1
7.3,0.73,0.24,1.9,18.0,102.0,3.26,1
5.0,0.42,0.24,2.0,19.0,50.0,3.72,1
10.2,0.29,0.49,2.6,5.0,13.0,3.05,1
9.0,0.45,0.49,2.6,21.0,75.0,3.35,1
6.6,0.39,0.49,1.7,23.0,149.0,3.12,1
9.0,0.45,0.49,2.6,21.0,75.0,3.35,1
9.9,0.49,0.58,3.5,9.0,43.0,3.29,1
7.9,0.72,0.17,2.6,20.0,38.0,3.4,1
8.9,0.595,0.41,7.9,30.0,109.0,3.27,1
12.4,0.4,0.51,2.0,6.0,24.0,3.04,1
11.9,0.58,0.58,1.9,5.0,18.0,3.09,1
8.5,0.585,0.18,2.1,5.0,30.0,3.2,1
12.7,0.59,0.45,2.3,11.0,22.0,3.0,1
8.2,0.915,0.27,2.1,7.0,23.0,3.26,1
13.2,0.46,0.52,2.2,12.0,35.0,3.1,1
7.7,0.835,0.0,2.6,6.0,14.0,3.3,1
13.2,0.46,0.52,2.2,12.0,35.0,3.1,1
8.3,0.58,0.13,2.9,14.0,63.0,3.17,1
8.3,0.6,0.13,2.6,6.0,24.0,3.31,1
9.4,0.41,0.48,4.6,10.0,20.0,3.34,1
8.8,0.48,0.41,3.3,26.0,52.0,3.31,1
10.1,0.65,0.37,5.1,11.0,65.0,3.32,1
6.3,0.36,0.19,3.2,15.0,39.0,3.56,1
8.8,0.24,0.54,2.5,25.0,57.0,3.39,1
13.2,0.38,0.55,2.7,5.0,16.0,2.98,1
7.5,0.64,0.0,2.4,18.0,29.0,3.32,1
8.2,0.39,0.38,1.5,10.0,29.0,3.26,1
9.2,0.755,0.18,2.2,10.0,103.0,2.87,1
9.6,0.6,0.5,2.3,28.0,71.0,3.5,1
9.6,0.6,0.5,2.3,28.0,71.0,3.5,1
11.5,0.31,0.51,2.2,14.0,28.0,3.03,1
11.4,0.46,0.5,2.7,4.0,17.0,3.13,1
11.3,0.37,0.41,2.3,6.0,16.0,3.09,1
8.3,0.54,0.24,3.4,16.0,112.0,3.27,1
8.2,0.56,0.23,3.4,14.0,104.0,3.28,1
10.0,0.58,0.22,1.9,9.0,32.0,3.13,1
7.9,0.51,0.25,2.9,21.0,45.0,3.49,1
6.8,0.69,0.0,5.6,21.0,58.0,3.46,1
6.8,0.69,0.0,5.6,21.0,58.0,3.46,1
8.8,0.6,0.29,2.2,5.0,15.0,3.36,1
8.8,0.6,0.29,2.2,5.0,15.0,3.36,1
8.7,0.54,0.26,2.5,7.0,31.0,3.27,1
7.6,0.685,0.23,2.3,20.0,84.0,3.21,1
8.7,0.54,0.26,2.5,7.0,31.0,3.27,1
10.4,0.28,0.54,2.7,5.0,19.0,3.25,1
7.6,0.41,0.14,3.0,21.0,43.0,3.32,1
10.1,0.935,0.22,3.4,11.0,86.0,3.43,1
7.9,0.35,0.21,1.9,46.0,102.0,3.27,1
8.7,0.84,0.0,1.4,24.0,33.0,3.27,1
9.6,0.88,0.28,2.4,30.0,147.0,3.24,1
9.5,0.885,0.27,2.3,31.0,145.0,3.24,1
7.7,0.915,0.12,2.2,7.0,23.0,3.35,1
8.9,0.29,0.35,1.9,25.0,57.0,3.18,1
9.9,0.54,0.45,2.3,16.0,40.0,3.39,1
9.5,0.59,0.44,2.3,21.0,68.0,3.46,1
9.9,0.54,0.45,2.3,16.0,40.0,3.39,1
9.5,0.59,0.44,2.3,21.0,68.0,3.46,1
9.9,0.54,0.45,2.3,16.0,40.0,3.39,1
7.8,0.64,0.1,6.0,5.0,11.0,3.37,1
7.3,0.67,0.05,3.6,6.0,20.0,3.4,1
8.3,0.845,0.01,2.2,5.0,14.0,3.32,1
8.7,0.48,0.3,2.8,10.0,28.0,3.33,1
6.7,0.42,0.27,8.6,24.0,148.0,3.16,1
10.7,0.43,0.39,2.2,8.0,32.0,2.89,1
9.8,0.88,0.25,2.5,35.0,155.0,3.41,1
15.9,0.36,0.65,7.5,22.0,71.0,2.98,1
9.4,0.33,0.59,2.8,9.0,30.0,3.12,1
8.6,0.47,0.47,2.4,7.0,29.0,3.08,1
9.7,0.55,0.17,2.9,20.0,53.0,3.14,1
10.7,0.43,0.39,2.2,8.0,32.0,2.89,1
12.0,0.5,0.59,1.4,23.0,42.0,2.92,1
7.2,0.52,0.07,1.4,5.0,20.0,3.32,1
7.1,0.84,0.02,4.4,5.0,13.0,3.41,1
7.2,0.52,0.07,1.4,5.0,20.0,3.32,1
7.5,0.42,0.31,1.6,15.0,42.0,3.31,1
7.2,0.57,0.06,1.6,9.0,27.0,3.36,1
10.1,0.28,0.46,1.8,5.0,13.0,3.04,1
12.1,0.4,0.52,2.0,15.0,54.0,3.03,1
9.4,0.59,0.14,2.0,25.0,48.0,3.14,1
8.3,0.49,0.36,1.8,6.0,16.0,3.18,1
11.3,0.34,0.45,2.0,6.0,15.0,2.94,1
10.0,0.73,0.43,2.3,15.0,31.0,3.15,1
11.3,0.34,0.45,2.0,6.0,15.0,2.94,1
6.9,0.4,0.24,2.5,30.0,45.0,3.26,1
8.2,0.73,0.21,1.7,5.0,13.0,3.2,1
9.8,1.24,0.34,2.0,32.0,151.0,3.15,1
8.2,0.73,0.21,1.7,5.0,13.0,3.2,1
10.8,0.4,0.41,2.2,7.0,17.0,3.08,1
9.3,0.41,0.39,2.2,12.0,31.0,3.26,1
10.8,0.4,0.41,2.2,7.0,17.0,3.08,1
8.6,0.8,0.11,2.3,12.0,31.0,3.4,1
8.3,0.78,0.1,2.6,45.0,87.0,3.48,1
10.8,0.26,0.45,3.3,20.0,49.0,3.13,1
13.3,0.43,0.58,1.9,15.0,40.0,3.06,1
8.0,0.45,0.23,2.2,16.0,29.0,3.21,1
8.5,0.46,0.31,2.25,32.0,58.0,3.33,1
8.1,0.78,0.23,2.6,5.0,15.0,3.37,1
9.8,0.98,0.32,2.3,35.0,152.0,3.25,1
8.1,0.78,0.23,2.6,5.0,15.0,3.37,1
7.1,0.65,0.18,1.8,13.0,40.0,3.44,1
9.1,0.64,0.23,3.1,13.0,38.0,3.28,1
7.7,0.66,0.04,1.6,4.0,9.0,3.4,1
8.1,0.38,0.48,1.8,5.0,17.0,3.3,1
7.4,1.185,0.0,4.25,5.0,14.0,3.63,1
9.2,0.92,0.24,2.6,12.0,93.0,3.48,1
8.6,0.49,0.51,2.0,16.0,62.0,3.03,1
9.0,0.48,0.32,2.8,21.0,122.0,3.32,1
9.0,0.47,0.31,2.7,24.0,125.0,3.31,1
5.1,0.47,0.02,1.3,18.0,44.0,3.9,1
7.0,0.65,0.02,2.1,8.0,25.0,3.47,1
7.0,0.65,0.02,2.1,8.0,25.0,3.47,1
9.4,0.615,0.28,3.2,18.0,72.0,3.31,1
11.8,0.38,0.55,2.1,5.0,19.0,3.11,1
10.6,1.02,0.43,2.9,26.0,88.0,3.08,1
7.0,0.65,0.02,2.1,8.0,25.0,3.47,1
7.0,0.64,0.02,2.1,9.0,23.0,3.47,1
7.5,0.38,0.48,2.6,22.0,84.0,3.32,1
9.1,0.765,0.04,1.6,4.0,14.0,3.29,1
8.4,1.035,0.15,6.0,11.0,54.0,3.37,1
7.0,0.78,0.08,2.0,10.0,19.0,3.4,1
7.4,0.49,0.19,3.0,16.0,37.0,3.37,1
7.8,0.545,0.12,2.5,11.0,35.0,3.34,1
9.7,0.31,0.47,1.6,13.0,33.0,3.27,1
10.6,1.025,0.43,2.8,21.0,84.0,3.06,1
8.9,0.565,0.34,3.0,16.0,112.0,3.38,1
8.7,0.69,0.0,3.2,13.0,33.0,3.36,1
8.0,0.43,0.36,2.3,10.0,48.0,3.34,1
9.9,0.74,0.28,2.6,21.0,77.0,3.28,1
7.2,0.49,0.18,2.7,13.0,34.0,3.29,1
8.0,0.43,0.36,2.3,10.0,48.0,3.34,1
7.6,0.46,0.11,2.6,12.0,49.0,3.21,1
8.4,0.56,0.04,2.0,10.0,22.0,3.22,1
7.1,0.66,0.0,3.9,17.0,45.0,3.46,1
8.4,0.56,0.04,2.0,10.0,22.0,3.22,1
8.9,0.48,0.24,2.85,35.0,106.0,3.1,1
7.6,0.42,0.08,2.7,15.0,48.0,3.21,1
7.1,0.31,0.3,2.2,36.0,127.0,2.94,1
7.5,1.115,0.1,3.1,5.0,12.0,3.54,1
9.0,0.66,0.17,3.0,5.0,13.0,3.29,1
8.1,0.72,0.09,2.8,18.0,49.0,3.43,1
6.4,0.57,0.02,1.8,4.0,11.0,3.46,1
6.4,0.57,0.02,1.8,4.0,11.0,3.46,1
6.4,0.865,0.03,3.2,27.0,58.0,3.61,1
9.5,0.55,0.66,2.3,12.0,37.0,3.17,1
8.9,0.875,0.13,3.45,4.0,14.0,3.44,1
7.3,0.835,0.03,2.1,10.0,19.0,3.39,1
7.0,0.45,0.34,2.7,16.0,72.0,3.55,1
7.7,0.56,0.2,2.0,9.0,39.0,3.48,1
7.7,0.965,0.1,2.1,11.0,22.0,3.26,1
7.7,0.965,0.1,2.1,11.0,22.0,3.26,1
8.2,0.59,0.0,2.5,19.0,58.0,3.5,1
9.0,0.46,0.23,2.8,28.0,104.0,3.1,1
9.0,0.69,0.0,2.4,19.0,38.0,3.35,1
8.3,0.76,0.29,4.2,12.0,16.0,3.45,1
9.2,0.53,0.24,2.6,28.0,139.0,3.21,1
6.5,0.615,0.0,1.9,9.0,18.0,3.46,1
11.6,0.41,0.58,2.8,25.0,101.0,3.13,1
11.1,0.39,0.54,2.7,21.0,101.0,3.13,1
7.3,0.51,0.18,2.1,12.0,28.0,3.52,1
8.2,0.34,0.38,2.5,12.0,57.0,3.3,1
8.6,0.33,0.4,2.6,16.0,68.0,3.3,1
7.2,0.5,0.18,2.1,12.0,31.0,3.52,1
7.3,0.51,0.18,2.1,12.0,28.0,3.52,1
8.3,0.65,0.1,2.9,17.0,40.0,3.29,1
8.3,0.65,0.1,2.9,17.0,40.0,3.29,1
7.6,0.54,0.13,2.5,24.0,66.0,3.39,1
8.3,0.65,0.1,2.9,17.0,40.0,3.29,1
7.8,0.48,0.68,1.7,14.0,32.0,3.09,1
7.8,0.91,0.07,1.9,22.0,47.0,3.51,1
6.3,0.98,0.01,2.0,15.0,33.0,3.6,1
8.1,0.87,0.0,2.2,10.0,31.0,3.25,1
8.1,0.87,0.0,2.2,10.0,31.0,3.25,1
8.8,0.42,0.21,2.5,33.0,88.0,3.19,1
9.0,0.58,0.25,2.8,9.0,104.0,3.23,1
9.3,0.655,0.26,2.0,5.0,35.0,3.25,1
8.8,0.7,0.0,1.7,8.0,19.0,3.31,1
9.3,0.655,0.26,2.0,5.0,35.0,3.25,1
9.1,0.68,0.11,2.8,11.0,44.0,3.31,1
9.2,0.67,0.1,3.0,12.0,48.0,3.31,1
8.8,0.59,0.18,2.9,12.0,74.0,3.14,1
7.5,0.6,0.32,2.7,13.0,98.0,3.45,1
7.1,0.59,0.02,2.3,24.0,94.0,3.55,1
7.9,0.72,0.01,1.9,7.0,32.0,3.39,1
7.1,0.59,0.02,2.3,24.0,94.0,3.55,1
9.4,0.685,0.26,2.4,23.0,143.0,3.28,1
9.5,0.57,0.27,2.3,23.0,144.0,3.27,1
7.9,0.4,0.29,1.8,1.0,44.0,3.3,1
7.9,0.4,0.3,1.8,2.0,45.0,3.31,1
7.2,1.0,0.0,3.0,7.0,16.0,3.43,1
6.9,0.765,0.18,2.4,5.5,48.0,3.4,1
6.9,0.635,0.17,2.4,6.0,18.0,3.4,1
8.3,0.43,0.3,3.4,7.0,34.0,3.36,1
7.1,0.52,0.03,2.6,21.0,92.0,3.5,1
7.0,0.57,0.0,2.0,12.0,45.0,3.31,1
6.5,0.46,0.14,2.4,9.0,37.0,3.66,1
9.0,0.82,0.05,2.4,26.0,96.0,3.36,1
6.5,0.46,0.14,2.4,9.0,37.0,3.66,1
7.1,0.59,0.01,2.5,20.0,85.0,3.55,1
9.9,0.35,0.41,2.3,11.0,61.0,3.21,1
9.9,0.35,0.41,2.3,11.0,61.0,3.21,1
10.0,0.56,0.24,2.2,19.0,58.0,3.18,1
10.0,0.56,0.24,2.2,19.0,58.0,3.18,1
8.6,0.63,0.17,2.9,21.0,119.0,3.09,1
7.4,0.37,0.43,2.6,18.0,82.0,3.33,1
8.8,0.64,0.17,2.9,25.0,130.0,3.23,1
7.1,0.61,0.02,2.5,17.0,87.0,3.48,1
7.7,0.6,0.0,2.6,7.0,13.0,3.38,1
10.1,0.27,0.54,2.3,7.0,26.0,3.17,1
10.8,0.89,0.3,2.6,7.0,60.0,2.99,1
8.7,0.46,0.31,2.5,24.0,64.0,3.1,1
9.3,0.37,0.44,1.6,21.0,42.0,3.24,1
9.4,0.5,0.34,3.6,5.0,14.0,3.29,1
9.4,0.5,0.34,3.6,5.0,14.0,3.29,1
7.2,0.61,0.08,4.0,26.0,108.0,3.25,1
8.6,0.55,0.09,3.3,8.0,17.0,3.23,1
5.1,0.585,0.0,1.7,14.0,86.0,3.56,1
7.7,0.56,0.08,2.5,14.0,46.0,3.24,1
8.4,0.52,0.22,2.7,4.0,18.0,3.26,1
8.2,0.28,0.4,2.4,4.0,10.0,3.33,1
8.4,0.25,0.39,2.0,4.0,10.0,3.27,1
8.2,0.28,0.4,2.4,4.0,10.0,3.33,1
7.4,0.53,0.12,1.9,4.0,12.0,3.26,1
7.6,0.48,0.31,2.8,4.0,15.0,3.22,1
7.3,0.49,0.1,2.6,4.0,14.0,3.3,1
12.9,0.5,0.55,2.8,7.0,24.0,3.09,1
10.8,0.45,0.33,2.5,20.0,38.0,3.24,1
6.9,0.39,0.24,2.1,4.0,7.0,3.44,1
12.6,0.41,0.54,2.8,19.0,41.0,3.21,1
10.8,0.45,0.33,2.5,20.0,38.0,3.24,1
9.8,0.51,0.19,3.2,8.0,30.0,3.23,1
10.8,0.29,0.42,1.6,19.0,27.0,3.28,1
7.1,0.715,0.0,2.35,21.0,47.0,3.29,1
9.1,0.66,0.15,3.2,9.0,59.0,3.28,1
7.0,0.685,0.0,1.9,9.0,22.0,3.34,1
4.9,0.42,0.0,2.1,16.0,42.0,3.71,1
6.7,0.54,0.13,2.0,15.0,36.0,3.61,1
6.7,0.54,0.13,2.0,15.0,36.0,3.61,1
7.1,0.48,0.28,2.8,6.0,16.0,3.24,1
7.1,0.46,0.14,2.8,15.0,37.0,3.36,1
7.5,0.27,0.34,2.3,4.0,8.0,3.4,1
7.1,0.46,0.14,2.8,15.0,37.0,3.36,1
7.8,0.57,0.09,2.3,34.0,45.0,3.46,1
5.9,0.61,0.08,2.1,16.0,24.0,3.56,1
7.5,0.685,0.07,2.5,5.0,9.0,3.38,1
5.9,0.61,0.08,2.1,16.0,24.0,3.56,1
10.4,0.44,0.42,1.5,34.0,48.0,3.38,1
11.6,0.47,0.44,1.6,36.0,51.0,3.38,1
8.8,0.685,0.26,1.6,16.0,23.0,3.32,1
7.6,0.665,0.1,1.5,27.0,55.0,3.39,1
6.7,0.28,0.28,2.4,36.0,100.0,3.26,1
6.7,0.28,0.28,2.4,36.0,100.0,3.26,1
10.1,0.31,0.35,1.6,9.0,28.0,3.24,1
6.0,0.5,0.04,2.2,13.0,26.0,3.46,1
11.1,0.42,0.47,2.65,9.0,34.0,3.24,1
6.6,0.66,0.0,3.0,21.0,31.0,3.45,1
10.6,0.5,0.45,2.6,34.0,68.0,3.23,1
7.1,0.685,0.35,2.0,9.0,92.0,3.28,1
9.9,0.25,0.46,1.7,26.0,42.0,3.18,1
6.4,0.64,0.21,1.8,14.0,31.0,3.59,1
6.4,0.64,0.21,1.8,14.0,31.0,3.59,1
7.4,0.68,0.16,1.8,12.0,39.0,3.5,1
6.4,0.64,0.21,1.8,14.0,31.0,3.59,1
6.4,0.63,0.21,1.6,12.0,32.0,3.58,1
9.3,0.43,0.44,1.9,9.0,22.0,3.28,1
9.3,0.43,0.44,1.9,9.0,22.0,3.28,1
8.0,0.42,0.32,2.5,26.0,122.0,3.22,1
9.3,0.36,0.39,1.5,41.0,55.0,3.47,1
9.3,0.36,0.39,1.5,41.0,55.0,3.47,1
7.6,0.735,0.02,2.5,10.0,14.0,3.51,1
9.3,0.36,0.39,1.5,41.0,55.0,3.47,1
8.2,0.26,0.34,2.5,16.0,47.0,3.4,1
11.7,0.28,0.47,1.7,17.0,32.0,3.15,1
6.8,0.56,0.22,1.8,15.0,24.0,3.4,1
7.2,0.62,0.06,2.7,15.0,85.0,3.51,1
5.8,1.01,0.66,2.0,15.0,88.0,3.66,1
7.5,0.42,0.32,2.7,7.0,25.0,3.24,1
7.2,0.62,0.06,2.5,17.0,84.0,3.51,1
7.2,0.62,0.06,2.7,15.0,85.0,3.51,1
7.2,0.635,0.07,2.6,16.0,86.0,3.51,1
6.8,0.49,0.22,2.3,13.0,24.0,3.41,1
6.9,0.51,0.23,2.0,13.0,22.0,3.4,1
6.8,0.56,0.22,1.8,15.0,24.0,3.4,1
7.6,0.63,0.03,2.0,27.0,43.0,3.44,1
7.7,0.715,0.01,2.1,31.0,43.0,3.41,1
6.9,0.56,0.03,1.5,36.0,46.0,3.53,1
7.3,0.35,0.24,2.0,28.0,48.0,3.43,1
9.1,0.21,0.37,1.6,6.0,10.0,3.23,1
10.4,0.38,0.46,2.1,6.0,10.0,3.12,1
8.8,0.31,0.4,2.8,7.0,16.0,3.31,1
7.1,0.47,0.0,2.2,7.0,14.0,3.4,1
7.7,0.715,0.01,2.1,31.0,43.0,3.41,1
8.8,0.61,0.19,4.0,30.0,69.0,3.22,1
7.2,0.6,0.04,2.5,18.0,88.0,3.53,1
9.2,0.56,0.18,1.6,10.0,21.0,3.15,1
7.6,0.715,0.0,2.1,30.0,35.0,3.48,1
8.4,0.31,0.29,3.1,14.0,26.0,3.22,1
7.2,0.6,0.04,2.5,18.0,88.0,3.53,1
8.8,0.61,0.19,4.0,30.0,69.0,3.22,1
8.9,0.75,0.14,2.5,9.0,30.0,3.34,1
9.0,0.8,0.12,2.4,8.0,28.0,3.33,1
10.7,0.52,0.38,2.6,29.0,56.0,3.15,1
6.8,0.57,0.0,2.5,32.0,64.0,3.43,1
10.7,0.9,0.34,6.6,23.0,99.0,3.22,1
7.2,0.34,0.24,2.0,30.0,52.0,3.44,1
7.2,0.66,0.03,2.3,16.0,86.0,3.53,1
10.1,0.45,0.23,1.9,10.0,18.0,3.22,1
7.2,0.66,0.03,2.3,16.0,86.0,3.53,1
7.2,0.63,0.03,2.2,17.0,88.0,3.53,1
7.1,0.59,0.01,2.3,27.0,43.0,3.42,1
8.3,0.31,0.39,2.4,17.0,43.0,3.31,1
7.1,0.59,0.01,2.3,27.0,43.0,3.42,1
8.3,0.31,0.39,2.4,17.0,43.0,3.31,1
8.3,1.02,0.02,3.4,6.0,11.0,3.48,1
8.9,0.31,0.36,2.6,10.0,39.0,3.4,1
7.4,0.635,0.1,2.4,16.0,33.0,3.58,1
7.4,0.635,0.1,2.4,16.0,33.0,3.58,1
6.8,0.59,0.06,6.0,11.0,18.0,3.41,1
6.8,0.59,0.06,6.0,11.0,18.0,3.41,1
9.2,0.58,0.2,3.0,15.0,115.0,3.23,1
7.2,0.54,0.27,2.6,12.0,78.0,3.39,1
6.1,0.56,0.0,2.2,6.0,9.0,3.59,1
7.4,0.52,0.13,2.4,34.0,61.0,3.43,1
7.3,0.305,0.39,1.2,7.0,11.0,3.29,1
9.3,0.38,0.48,3.8,3.0,11.0,3.23,1
9.1,0.28,0.46,9.0,3.0,9.0,3.18,1
10.0,0.46,0.44,2.9,4.0,8.0,3.33,1
9.4,0.395,0.46,4.6,3.0,10.0,3.27,1
7.3,0.305,0.39,1.2,7.0,11.0,3.29,1
8.6,0.315,0.4,2.2,3.0,6.0,3.27,1
5.3,0.715,0.19,1.5,7.0,62.0,3.62,1
6.8,0.41,0.31,8.8,26.0,45.0,3.38,1
8.4,0.36,0.32,2.2,32.0,79.0,3.3,1
8.4,0.62,0.12,1.8,38.0,46.0,3.38,1
9.6,0.41,0.37,2.3,10.0,23.0,3.24,1
8.4,0.36,0.32,2.2,32.0,79.0,3.3,1
8.4,0.62,0.12,1.8,38.0,46.0,3.38,1
6.8,0.41,0.31,8.8,26.0,45.0,3.38,1
8.6,0.47,0.27,2.3,14.0,28.0,3.18,1
8.6,0.22,0.36,1.9,53.0,77.0,3.47,1
